S/N,Code,Description,Table,Classification,Cleaned_Description,X,Y,Cluster
108,SM725N,"NOSE, DRUG-INDUCED SLEEP ENDOSCOPY",1B,New,nose druginduced sleep endoscopy,-41.44282,-32.917114,0
6,SI705C,"CERVIX, TRANSCERVICAL RESECTION (TCR) POLYP (>2CM), HYSTEROSCOPIC",2C,Existing,cervix transcervical resection tcr polyp 2cm hysteroscopic,17.36344,-18.811838,0
19,SE803L,"LYMPH NODE (CERVICAL), VARIOUS LESIONS, NECK DISSECTION UNILATERAL 1-3 LEVELS",4A,Existing,lymph node cervical various lesion neck dissection unilateral 13 level,-37.737038,-48.18537,0
40,SC714T,"THORAX, THORACOSCOPY, WITH/WITHOUT DIVISION OF PLEURAL ADHESIONS",2A,Existing,thorax thoracoscopy withwithout division pleural adhesion,-39.162846,-10.946743,0
33,SH821P,"PENIS, TUMOR, AMPUTATION (TOTAL) WITH BLOCK DISSECTION",5C,Existing,penis tumor amputation total block dissection,-33.334084,-0.001333503,0
182,SI831V,"VULVA, MALIGNANT CONDITION, RADICAL VULVECTOMY WITH GROIN DISSECTION AND WITH OR WITHOUT SKIN FLAP CLOSURE",6B,Existing,vulva malignant condition radical vulvectomy groin dissection without skin flap closure,-39.06966,38.366917,0
85,SI722U,"UTERUS, PROLAPSE, CYSTOCOELE, RECTOCOELE, VAGINAL SACROSPINOUS LIGAMENT HYSTEROPEXY + ANTERIOR REPAIR + POSTERIOR REPAIR",4B,Existing,uterus prolapse cystocoele rectocoele vaginal sacrospinous ligament hysteropexy anterior repair posterior repair,50.903534,-14.896147,0
106,SF703C,"COLON, COLONOSCOPY (SCREENING), FIBREOPTIC WITH/WITHOUT BIOPSY",2C,Existing,colon colonoscopy screening fibreoptic withwithout biopsy,35.68383,-36.16462,0
27,SE811L,"LYMPHATICS (FACE & NECK), CYSTIC HYGROMA, EXCISION (MODERATE)",4A,Existing,lymphatics face neck cystic hygroma excision moderate,6.0660987,41.092846,0
341,SB713M,"MAXILLA, DEFORMITY, LE FORT I OSTEOTOMY AND INSERTION OF DISTRACTION OSTEOGENESIS DEVICE",5C,Existing,maxilla deformity le fort osteotomy insertion distraction osteogenesis device,81.323326,-14.659685,1
41,SI811F,"FEMALE GENITALIA, TRANSSEXUALISM (TRANSVESTISM), SEX REASSIGNMENT WITH MASTECTOMY (FEMALE TO MALE)",6B,Existing,female genitalia transsexualism transvestism sex reassignment mastectomy female male,-59.345203,-36.0175,0
120,SI834U,"UTERUS, PREGNANCY, UNCOMPLICATED CAESAREAN SECTION",4A,Existing,uterus pregnancy uncomplicated caesarean section,21.631168,-15.632606,0
85,SK717N,"NERVE (UPPER LIMB), CARPAL TUNNEL SYNDROME, RELEASE, UNILATERAL, (WITH ENDONEUROLYSIS)",3A,Existing,nerve upper limb carpal tunnel syndrome release unilateral endoneurolysis,22.31074,17.777555,0
96,SA800S,"SKIN AND MUCOUS MEMBRANE, VARIOUS LESIONS, EXCISION BIOPSY",1A,Existing,skin mucous membrane various lesion excision biopsy,-17.68385,65.12464,0
194,SD808V,"VEIN, VARICOSITY, MULTIPLE LIGATIONS WITH/WITHOUT LOCAL STRIPPING/EXCISION",3B,Existing,vein varicosity multiple ligation withwithout local strippingexcision,32.246677,50.96171,0
364,SB822M,"MANDIBLE, VARIOUS LESIONS, SEGMENTAL RESECTION WITH BONE GRAFT",6B,Existing,mandible various lesion segmental resection bone graft,-13.750115,19.382679,0
37,SD736A,"ARTERY-VISCERAL, STENOSIS, STENTING",3B,Existing,arteryvisceral stenosis stenting,24.724323,23.065243,0
50,SG731K,"KIDNEY, VARIOUS LESIONS, RADICAL NEPHRECTOMY (OPEN/MIS) WITH IVC THROMBECTOMY",6A,New,kidney various lesion radical nephrectomy openmis ivc thrombectomy,65.01652,-45.871563,0
43,SK807B,"BRAIN, HYDROCEPHALUS, REVISION/REMOVAL OF SHUNT",4A,Existing,brain hydrocephalus revisionremoval shunt,45.889984,-22.121351,0
6,SE705L,"LYMPH NODE (CERVICAL), VARIOUS LESIONS, NECK DISSECTION BILATERAL AT LEAST WITH ONE SIDE 4 TO 5 LEVELS",6A,Existing,lymph node cervical various lesion neck dissection bilateral least one side 4 5 level,-37.342674,-49.154694,0
7,SB746A,"ASPIRATION, DEEP MUSCULOSKELETAL TISSUES, UNDER RADIOLOGICAL GUIDANCE",1A,Existing,aspiration deep musculoskeletal tissue radiological guidance,7.545409,25.485056,0
193,SB804H,"HAND, CRUSH INJURIES (COMPLEX), WOUND DEBRIDEMENT",3C,Existing,hand crush injury complex wound debridement,6.5487156,-71.94916,0
44,SD802A,"AORTA, RUPTURED ABDOMINAL AORTIC ANEURYSM, EXCISION AND INSERTION OF GRAFT",6B,Existing,aorta ruptured abdominal aortic aneurysm excision insertion graft,-22.854868,-53.6554,0
198,SB809H,"HAND, DEFORMITY, INTRINSIC MUSCLE RELEASE/TRANSFER/EXTENSOR RELOCATION",5C,Existing,hand deformity intrinsic muscle releasetransferextensor relocation,-44.40119,25.548723,0
58,SM705L,"LARYNX AND TRACHEA, VARIOUS LESIONS, MAJOR PLASTIC OPERATION",5C,Existing,larynx trachea various lesion major plastic operation,-28.762535,54.329113,0
202,SD816V,"VEIN, VARICOSITY, SUB-FASCIAL LIGATION OF MULTIPLE PERFORATOR (ENDOSCOPIC)",4C,Existing,vein varicosity subfascial ligation multiple perforator endoscopic,32.759567,51.414215,0
51,SG708K,"KIDNEY TRANSPLANT, RECIPIENT",6C,Existing,kidney transplant recipient,0.08219105,42.04874,0
134,SD815H,"HEART, HEART BLOCK/ARRHYTHMIA, INSERTION OF SINGLE CHAMBER PACEMAKER (PERMANENT)",3B,Existing,heart heart blockarrhythmia insertion single chamber pacemaker permanent,4.399346,-14.047668,0
6,SH701P,"PENIS, PARAPHIMOSIS/PHIMOSIS, REDUCTION",MSP,Existing,penis paraphimosisphimosis reduction,-19.272604,-2.9297912,0
57,SK703C,"BRACHIAL PLEXUS, EXPLORATION AND NEUROLYSIS",7B,Existing,brachial plexus exploration neurolysis,49.324387,29.782312,0
108,SL800I,"IRIS, TUMOR, EXCISION",3C,Existing,iris tumor excision,-3.738085,-4.0783825,0
49,SC723T,"TRACHEA/BRONCHUS, STRICTURE, IMAGING GUIDED BALLOON DILATATION",2C,Existing,tracheabronchus stricture imaging guided balloon dilatation,17.91801,32.036102,0
114,SI827U,"UTERUS, MALIGNANT CONDITION, TOTAL HYSTERECTOMY, WITH /WITHOUT LYMPH NODE DISSECTION",5A,Descriptor change,uterus malignant condition total hysterectomy without lymph node dissection,-37.02124,39.04558,0
303,SB800K,"KNEE LIGAMENTS, DISRUPTION, RECONSTRUCTION AND REPAIR",5C,Existing,knee ligament disruption reconstruction repair,-54.317867,-28.892933,0
24,SC800M,"MOUTH, VARIOUS LESIONS, LASER APPLICATION",2B,Existing,mouth various lesion laser application,-30.27263,-16.968584,0
25,SK702B,"BRAIN, CORTICAL STIMULATION/MAPPING FOR FUNCTIONAL NEUROSURGERY",7A,Existing,brain cortical stimulationmapping functional neurosurgery,-7.970167,-5.5615807,0
1,SB700A,"ANKLE, ANKLE FRACTURE, BIMALLEOLAR, ORIF",4A,Existing,ankle ankle fracture bimalleolar orif,17.546337,11.667288,0
144,SL801O,"ORBIT, TUMOR, EXENTERATION/FLAP RECONSTRUCTION",5C,Existing,orbit tumor exenterationflap reconstruction,-18.18586,4.078769,0
50,SL719E,"EYEBALL, ENUCLEATION WITH ACRYLIC & SCLERAL BALL IMPLANT",4C,Existing,eyeball enucleation acrylic scleral ball implant,10.183856,-27.646584,0
159,SI808V,"VAGINA, LACERATIONS (COMPLEX AND INVOLVING ANAL SPHINCTER), REPAIR UNDER REGIONAL OR GENERAL ANAESTHESIA (INCLUDING THOSE SUSTAINED DURING DELIVERY)",2C,Descriptor change,vagina laceration complex involving anal sphincter repair regional general anaesthesia including sustained delivery,14.818555,55.212284,0
179,SB722H,"HIP, SOFT TISSUE RELEASE AND OPEN REDUCTION ONLY",4C,Existing,hip soft tissue release open reduction,-37.28763,16.276964,0
219,SB830H,"HIP, DISLOCATION, MANIPULATION AND REDUCTION",1B,Existing,hip dislocation manipulation reduction,8.519343,-31.864286,0
61,SI701P,"PELVIS, ARTERY/VEIN, LIGATION / OCCLUSION",3C,Existing,pelvis arteryvein ligation occlusion,-48.87375,36.27449,0
192,SB803H,"HAND, COMPLEX INJURIES, MICROSURGICAL REPAIR/RECONSTRUCTION, SINGLE DIGIT",5C,Existing,hand complex injury microsurgical repairreconstruction single digit,-35.467148,22.574347,0
88,SG816K,"KIDNEY, VARIOUS LESIONS, SIMPLE NEPHRECTOMY, OPEN",4B,Existing,kidney various lesion simple nephrectomy open,65.79049,-45.27041,0
85,SF712B,"BILE DUCT/GALL BLADDER, ENDOSCOPY, ENDOSCOPIC SPHINCTEROTOMY +/- EXTRACTION OF  STONE",3C,Existing,bile ductgall bladder endoscopy endoscopic sphincterotomy extraction stone,-56.59633,41.941536,0
61,SG719K,"KIDNEY, VARIOUS LESIONS, IMAGING GUIDED PERCUTANEOUS BIOPSY (FOCAL LESIONS, TARGETED)",2A,Existing,kidney various lesion imaging guided percutaneous biopsy focal lesion targeted,5.1285,30.525566,0
189,SK810S,"SKULL, INTRACRANIAL HEMORRHAGE, OSTEOPLASTIC CRANIOTOMY/EXTENSIVE CRANIECTOMY, UNILATERAL",5C,Existing,skull intracranial hemorrhage osteoplastic craniotomyextensive craniectomy unilateral,45.86094,22.972698,0
75,SF701B,"BILE DUCTS, CATHETER BLOCKAGE, IMAGING GUIDED CATHETER CHANGE / CATHETER ADJUSTMENT / CHECK CHOLANGIOGRAM",1A,Existing,bile duct catheter blockage imaging guided catheter change catheter adjustment check cholangiogram,35.36375,-71.61652,0
290,SF702R,"RECTUM, STARR - STAPLED HEMORROIDECTOMY",3A,Existing,rectum starr stapled hemorroidectomy,-17.97313,23.813484,0
65,SA700S,"SKIN (UPPER LIMB), OPEN WOUND, MAJOR DESLOUGHING",2A,Existing,skin upper limb open wound major desloughing,-57.924538,3.6956174,0
24,SL805C,"CORNEA, DENDRITIC ULCER, EPITHELIAL DEBRIDEMENT",MSP,Existing,cornea dendritic ulcer epithelial debridement,-7.362662,38.492447,0
103,SF700C,CAPSULE ENDOSCOPY,3A,Existing,capsule endoscopy,-41.30995,-32.899727,0
293,SB708K,"KNEE, LIGAMENTS/MENISCUS/CARTILAGE/BONE COMBINED, MIS REVISION PCL RECONSTRUCTION",5C,Existing,knee ligamentsmeniscuscartilagebone combined mi revision pcl reconstruction,70.25191,-25.626453,0
180,SB723H,"HIP, VARIOUS LESIONS, PRIMARY TOTAL JOINT REPLACEMENT WITH AUGMENTATION, REQUIRING EXTRA IMPLANTS OR BONE GRAFTS",6B,Descriptor change,hip various lesion primary total joint replacement augmentation requiring extra implant bone graft,53.159756,-49.524483,-1
22,SM808E,"EAR, DEFORMITY, CORRECTION (UNILATERAL)",3A,Existing,ear deformity correction unilateral,-34.523743,8.674671,0
8,SC707B,"BRONCHUS/LUNG, BRONCHOSCOPY, WITH DILATATION OF TRACHEAL AND BRONCHIAL STRICTURE",3A,Existing,bronchuslung bronchoscopy dilatation tracheal bronchial stricture,34.101845,-29.277285,0
51,SM838E,"EAR, VARIOUS LESIONS, MYRINGOPLASTY (LATERAL GRAFT/ONLAY GRAFT TECHNIQUE/UNDERLAY TECHNIQUE) WITH/WITHOUT CANALPLASTY",4B,Descriptor change,ear various lesion myringoplasty lateral graftonlay graft techniqueunderlay technique withwithout canalplasty,-25.17782,-39.23225,0
36,SC710T,"THORAX, MIS PLEURODESIS BILATERAL",4B,Existing,thorax mi pleurodesis bilateral,-9.060101,15.6542635,0
44,SE802S,"SPLEEN, TRAUMA, SPLENECTOMY",4A,Existing,spleen trauma splenectomy,-1.6768075,-61.97129,0
52,SD810A,"ARTERY (MAJOR), TRAUMA, REPAIR",5C,Existing,artery major trauma repair,-45.623184,9.598495,0
138,SB820F,"FINGER, SYNDACTYLY (SINGLE), CORRECTION",4A,Existing,finger syndactyly single correction,-38.12705,7.968017,0
190,SD804V,"VEIN, VARICOSITY, BILATERAL STRIPPING/EXCISION/MULTIPLE LIGATIONS",4A,Existing,vein varicosity bilateral strippingexcisionmultiple ligation,33.015385,51.266064,0
198,SF803L,"LIP, VARIOUS LESIONS, VERMILIONECTOMY",2C,Existing,lip various lesion vermilionectomy,-18.379562,-33.101078,0
256,SB802J,"JOINTS (FINGER), VARIOUS LESIONS, EXCISION ARTHROPLASTY",3C,Existing,joint finger various lesion excision arthroplasty,-34.508415,-28.07899,0
60,SC809T,"THORAX, VARIOUS LESIONS, THORACOPLASTY (COMPLETE)",4A,Existing,thorax various lesion thoracoplasty complete,-16.557745,-15.74252,0
169,SD711V,"VEIN, STENOSIS/OCCLUSION, PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY (PTA), SIMPLE",3A,Existing,vein stenosisocclusion percutaneous transluminal angioplasty pta simple,28.612888,-49.86229,0
143,SK718S,"SACRO-ILIAC JOINT, RADIOFREQUENCY, UNILATERAL",3A,Existing,sacroiliac joint radiofrequency unilateral,25.418509,-56.410225,0
2,SB701A,"ANKLE, COMMINUTED PLAFOND FRACTURE ORIF",5A,Existing,ankle comminuted plafond fracture orif,17.885849,11.976072,0
162,SA867S,"SKIN, PLANTAR WARTS (MULTIPLE), EXCISION",1B,Existing,skin plantar wart multiple excision,-7.579615,2.5841262,0
15,SH803P,"PENIS, CORRECTION OF CHORDEE WITH TRANSPLANTATION OF PREPUCE",3B,"Descriptor
change",penis correction chordee transplantation prepuce,13.113964,-15.758609,0
503,SB817T,"TENDON-FLEXOR (UPPER LIMB), DEFECT, GRAFTING (MULTIPLE)",6B,Existing,tendonflexor upper limb defect grafting multiple,-28.705149,-62.956463,0
66,SG725K,"KIDNEY/URETER, PYELOPLASTY, UNILATERAL",5A,Descriptor change,kidneyureter pyeloplasty unilateral,0.91177976,-9.013879,0
52,SF832A,"ANUS, FISTULA-IN-ANO (HIGH), COMPLEX AND RECURRENT FISTULECTOMY",3C,Existing,anus fistulainano high complex recurrent fistulectomy,53.123817,-6.40189,0
195,SD809V,"VEIN, VARICOSITY, SUB-FASCIAL LIGATION OF SINGLE DEEP PERFORATOR",1C,Existing,vein varicosity subfascial ligation single deep perforator,33.19448,52.10002,0
21,SH809P,"PENIS, PENILE WARTS, LASER VAPORISATION",1B,Existing,penis penile wart laser vaporisation,16.583433,-56.85729,0
117,SK802N,"NERVE-CRANIAL, VARIOUS LESIONS, MICROVASCULAR DECOMPRESSION/NEURECTOMY",6B,Existing,nervecranial various lesion microvascular decompressionneurectomy,-48.19454,-61.621437,0
40,SM826E,"EAR, TOTAL AMPUTATION, STAGED RECONSTRUCTION (EACH STAGE)",4A,Existing,ear total amputation staged reconstruction stage,-50.232544,5.1240287,0
35,SA821B,"BREAST, POST PROSTHETIC CONTRACTION, CAPSULOTOMY (UNILATERAL)",2C,Existing,breast post prosthetic contraction capsulotomy unilateral,-2.6734967,-21.15251,0
20,SC704L,"LUNG, TUMOUR, IMAGING GUIDED PERCUTANEOUS LOCAL ABLATION, COMPLEX (RADIOFREQUENCY, CRYOTHERAPY, MICROWAVE, LASER, ALCOHOL, ETC)",4A,Existing,lung tumour imaging guided percutaneous local ablation complex radiofrequency cryotherapy microwave laser alcohol etc,64.36547,8.764868,0
44,SG701K,"KIDNEY, CATHETER BLOCKAGE, IMAGING GUIDED NEPHROSTOMY CATHETER CHANGE/CATHETER ADJUSTMENT",1A,Existing,kidney catheter blockage imaging guided nephrostomy catheter changecatheter adjustment,34.737476,-71.41185,0
313,SF711S,"STOMACH, VARIOUS LESIONS, IMAGING GUIDED INSERTION OF NASO-GASTRIC TUBE/NASO-JEJUNAL TUBE",1C,Existing,stomach various lesion imaging guided insertion nasogastric tubenasojejunal tube,-10.659209,-12.818119,0
101,SL851E,"EYELIDS, VARIOUS LESIONS, FULL THICKNESS WEDGE RESECTION WITH REPAIR",3B,Existing,eyelid various lesion full thickness wedge resection repair,49.82515,52.57714,0
286,SF816P,"PAROTID, TUMOUR, TOTAL PAROTIDECTOMY WITH RECONSTRUCTION FACIAL NERVE",6B,Existing,parotid tumour total parotidectomy reconstruction facial nerve,-3.2884722,-69.95176,0
3,SL700B,"BROW, BROWLIFT, ENDOSCOPIC, BILATERAL",5A,Existing,brow browlift endoscopic bilateral,-8.308075,8.997735,0
42,SB813B,"BONE (SKULL), TUMOR (SMALL<3CM) EXCISION WITH CRANIOPLASTY",5B,Existing,bone skull tumor small3cm excision cranioplasty,-13.385484,27.060122,0
23,SL804C,"CORNEA, BAND KERATOPATHY, REMOVAL WITH ETHYLENE DIAMINE TETRA-ACETIC ACID",2A,Existing,cornea band keratopathy removal ethylene diamine tetraacetic acid,5.1805024,10.377988,0
401,SB700O,"OTHERS, AUTOLOGOUS CHONDROCYTE IMPLANTATION",5A,Existing,others autologous chondrocyte implantation,21.786718,13.822324,0
220,SF709M,"MOUTH, PERIODONTIUM, BONE DEFECT/DEFORMITY, AUGMENTATION (AUTOGENOUS) /REGENERATION",2C,Existing,mouth periodontium bone defectdeformity augmentation autogenous regeneration,47.00075,-28.19698,0
1,SM700A,"ADENOIDS, VARIOUS LESIONS, REMOVAL",2C,Existing,adenoid various lesion removal,3.727193,-4.299972,0
30,SL811C,"CORNEA, VARIOUS LESIONS, TRANSPLANTATION WITH CATARACT EXTRACTION AND INTRA-OCULAR LENS IMPLANTATION",6B,Existing,cornea various lesion transplantation cataract extraction intraocular lens implantation,40.816284,-44.062054,0
447,SB746S,"CERVICAL SPINE, APPLICATION OF HALO DEVICE WITHOUT OTHER PROCEDURES",1A,Existing,cervical spine application halo device without procedure,-30.038723,-13.42883,0
94,SG706U,"URETER, VARIOUS LESIONS, REIMPLANTATION, BILATERAL",5A,Existing,ureter various lesion reimplantation bilateral,1.2232594,-25.882366,0
190,SF708L,"LIVER, TUMOUR, TRANS-ARTERIAL RADIO NUCLIDE INFUSION",4B,Existing,liver tumour transarterial radio nuclide infusion,17.16674,-64.48639,0
61,SK701F,"FACIAL, TRIGEMINAL NERVE BLOCK, NEUROLYTIC",2A,Existing,facial trigeminal nerve block neurolytic,17.349136,41.23283,0
363,SB821M,"MANDIBLE, VARIOUS LESIONS, SEGMENTAL OSTECTOMY/OSTEOTOMY (ONE SEGMENT ONLY)",5A,Existing,mandible various lesion segmental ostectomyosteotomy one segment,-38.616306,-58.037983,0
190,SA895S,"SUBCUTANEOUS TISSUE, OBESITY, LIPECTOMY, TRANSVERSE WEDGE EXCISION OF ABDOMINAL APRON/LIPECTOMY WITH EXCISION OF SKIN, FOLLOWING WEIGHT LOSS SURGERY (SF702S/SF703S/SF713S/SF803S/SF804S)",4A,Existing,subcutaneous tissue obesity lipectomy transverse wedge excision abdominal apronlipectomy excision skin following weight loss surgery sf702ssf703ssf713ssf803ssf804s,44.646763,-15.101203,0
169,SI818V,"VAGINA, STRESS INCONTINENCE, ABDOMINAL /COMBINED ABDOMINOVAGINAL SLING OPERATIONS ( EG. WATKINS INTERPOSITION, ALDRIDGE SLING AND OTHER PUBOVAGINAL SLING OPERATIONS) +/- CYSTOSCOPY",4B,Existing,vagina stress incontinence abdominal combined abdominovaginal sling operation eg watkins interposition aldridge sling pubovaginal sling operation cystoscopy,-40.165695,51.639874,0
149,SD830H,"HEART, RIGHT OR LEFT HEART CATHETERISATION WITHOUT CORONARY ANGIOGRAPHY (NON-GRAFT)",2C,Descriptor change,heart right left heart catheterisation without coronary angiography nongraft,19.252714,-35.110123,0
9,SL700C,"CONJUNCTIVA, EXCISION OF PTERYGIUM, BARE SCLERA",1A,Existing,conjunctiva excision pterygium bare sclera,-0.2589496,50.651897,0
5,SF706A,"ABDOMEN, PERITONEAL CAVITY, ASCITES/FLUID/ABSCESS COLLECTION, IMAGING GUIDED PERCUTANEOUS ASPIRATION/DIAGNOSTIC TAP/CATHETER",1B,Existing,abdomen peritoneal cavity ascitesfluidabscess collection imaging guided percutaneous aspirationdiagnostic tapcatheter,39.73899,5.627962,0
275,SB822J,"JOINTS (TEMPORO-MANDIBULAR), VARIOUS LESIONS, CONDYLECTOMY WITH RECONSTRUCTION (UNILATERAL)",6B,Existing,joint temporomandibular various lesion condylectomy reconstruction unilateral,44.85705,-58.727028,0
548,SB709W,"WRIST, LUNATE DISLOCATION/PERILUNATE DISLOCATION/COMPLEX LIGAMENT INJURY, RECONSTRUCTION",6B,Existing,wrist lunate dislocationperilunate dislocationcomplex ligament injury reconstruction,13.473998,9.693642,0
87,SM704N,"NOSE, HEMATOMA/ABSCESS, EVACUATION/INCISION & DRAINAGE",1A,Existing,nose hematomaabscess evacuationincision drainage,12.520317,0.41213748,0
22,SA808B,"BREAST, HYPOPLASIA, AUGMENTATION MAMMOPLASTY (PROSTHETIC AND BILATERAL)",4A,Existing,breast hypoplasia augmentation mammoplasty prosthetic bilateral,-3.8269513,-15.251514,0
260,SB806J,"JOINTS (LOWER LIMB), SMALL, VARIOUS LESIONS, ARTHROPLASTY",3C,Existing,joint lower limb small various lesion arthroplasty,-34.387222,-29.016022,0
107,SF704C,"COLON, COLONOSCOPY, FIBREOPTIC WITH REMOVAL OF POLYP (SINGLE OR MULTIPLE LESS THAN 1CM)7",3A,"Descriptor
change",colon colonoscopy fibreoptic removal polyp single multiple le 1cm7,34.04204,-35.83905,0
111,SM700P,"PHARYNX, ADHESIONS, DIVISION",1B,Existing,pharynx adhesion division,-39.173985,-10.957109,0
129,SD809H,"HEART, CORONARY GRAFT ANGIOGRAPHY WITH/WITHOUT ANGIOGRAPHY OF NATIVE CORONARY ARTERIES, WITH RIGHT HEART CATHETERISATION",3C,Descriptor change,heart coronary graft angiography withwithout angiography native coronary artery right heart catheterisation,20.299225,-33.841953,0
138,SF705E,"ESOPHAGUS/INTESTINE/STOMACH, UPPER GI ENDOSCOPY WITH ENDOSCOPIC SUBMUCOSAL DISSECTION",3C,Existing,esophagusintestinestomach upper gi endoscopy endoscopic submucosal dissection,-36.428104,-34.71146,0
81,SG809K,"KIDNEY, PERINEPHRIC ABSCESS, DRAINAGE (OPEN)",3B,Existing,kidney perinephric abscess drainage open,7.2958784,7.149262,0
14,SC801D,"DIAPHRAGM, TUMOR, EXCISION WITH WEDGE RESECTION OF LUNG",6B,Existing,diaphragm tumor excision wedge resection lung,-18.33189,-19.730474,0
48,SI703O,"OVARIAN VEINS, PELVIC CONGESTION SYNDROME, OVARIAN VEIN EMBOLISATION",3B,Existing,ovarian vein pelvic congestion syndrome ovarian vein embolisation,18.397411,16.45851,0
131,SA835S,"SKIN AND SUBCUTANEOUS TISSUE, ARTERIOVENOUS MALFORMATION/HEMANGIOMA/LYMPHANGIOMA (EXTENSIVE AND COMPLEX), EXCISION",7B,Existing,skin subcutaneous tissue arteriovenous malformationhemangiomalymphangioma extensive complex excision,-11.273428,32.508743,0
97,SL846E,"EYELIDS, TUMOR, SHAVING EXCISION",1A,Existing,eyelid tumor shaving excision,-2.9852064,-6.146483,0
48,SG705K,"KIDNEY TRANSPLANT, DONATION (CADAVERIC DONOR)",5A,Existing,kidney transplant donation cadaveric donor,71.691185,31.531439,-1
131,SB812F,"FINGER, DEFECT/CONTRACTURE (SINGLE), RECONSTRUCTION",3C,Existing,finger defectcontracture single reconstruction,-39.50913,7.3675385,0
161,SF708G,RADICAL CHOLEDOCHECTOMY WITH LIVER RESECTION (LESS THAN 4 SEGMENTS),7A,Existing,radical choledochectomy liver resection le 4 segment,-6.442075,33.45483,0
267,SB813J,"JOINTS (LOWER LIMB, EXCEPT HIP), SEPTIC ARTHRITIS, DRAINAGE WITH CURETTAGE AND DEBRIDEMENT",3C,Existing,joint lower limb except hip septic arthritis drainage curettage debridement,27.279749,-41.94694,0
